DATE,VOUCHER_NO,ACCOUNT_CODE,ACCOUNT_NAME,DEBIT_INR,CREDIT_INR,NARRATION,COUNTERPARTY
12-11-2024,JV-10589,ACC-64647,Bank A/c - HDFC Primary,0,178190.3,UTR/871740//EXP,Generic Vendor 7 Pvt Ltd
12-11-2024,JV-12314,ACC-89551,Office Supplies & Consumables,99999,0,Logistics NLS-1020,Nova Logistics Solutions
12-11-2024,JV-12314,ACC-57994,Bank A/c - ICICI Current,0,99999,Logistics NLS-1020,Nova Logistics Solutions
13-11-2024,JV-10047,ACC-71213,Outbound Freight & Logistics,11954.13,0,UTR/976638//EXP,Generic Vendor 35 Pvt Ltd
13-11-2024,JV-10047,ACC-64647,Bank A/c - HDFC Primary,0,11954.13,UTR/976638//EXP,Generic Vendor 35 Pvt Ltd
13-11-2024,JV-10212,ACC-10250,Internet and Comm Charges,55950.3,0,UTR/823846//EXP,Generic Vendor 28 Pvt Ltd
13-11-2024,JV-10212,ACC-14252,Bank A/c - Payroll,0,55950.3,UTR/823846//EXP,Generic Vendor 28 Pvt Ltd
13-11-2024,JV-11032,ACC-28426,Trade Receivables - HQ,26236.05,0,UTR/278895//EXP,Generic Vendor 54 Pvt Ltd
13-11-2024,JV-11032,ACC-64647,Bank A/c - HDFC Primary,0,26236.05,UTR/278895//EXP,Generic Vendor 54 Pvt Ltd
13-11-2024,JV-11038,ACC-19808,Utility Expenses - Electricity,75960.07,0,UTR/418319//EXP,Generic Vendor 10 Pvt Ltd
13-11-2024,JV-11038,ACC-57994,Bank A/c - ICICI Current,0,75960.07,UTR/418319//EXP,Generic Vendor 10 Pvt Ltd
13-11-2024,JV-11122,ACC-52512,Salaries & Wages - Exec,80962.03,0,UTR/957915//EXP,Generic Vendor 60 Pvt Ltd
13-11-2024,JV-11122,ACC-64647,Bank A/c - HDFC Primary,0,80962.03,UTR/957915//EXP,Generic Vendor 60 Pvt Ltd
13-11-2024,JV-11445,ACC-52512,Salaries & Wages - Exec,138155.35,0,UTR/280572//EXP,Generic Vendor 22 Pvt Ltd
13-11-2024,JV-11445,ACC-14252,Bank A/c - Payroll,0,138155.35,UTR/280572//EXP,Generic Vendor 22 Pvt Ltd
13-11-2024,JV-11533,ACC-59411,Marketing & Ad Spend,164032.67,0,UTR/367946//EXP,Generic Vendor 26 Pvt Ltd
13-11-2024,JV-11533,ACC-64647,Bank A/c - HDFC Primary,0,164032.67,UTR/367946//EXP,Generic Vendor 26 Pvt Ltd
13-11-2024,JV-11650,ACC-50342,Legal & Professional Fees - Misc,130019.76,0,UTR/172961//EXP,Generic Vendor 34 Pvt Ltd
13-11-2024,JV-11650,ACC-64647,Bank A/c - HDFC Primary,0,130019.76,UTR/172961//EXP,Generic Vendor 34 Pvt Ltd
13-11-2024,JV-11755,ACC-89551,Office Supplies & Consumables,111100.74,0,UTR/168986//EXP,Generic Vendor 28 Pvt Ltd
13-11-2024,JV-11755,ACC-57994,Bank A/c - ICICI Current,0,111100.74,UTR/168986//EXP,Generic Vendor 28 Pvt Ltd
13-11-2024,JV-11961,ACC-47102,Software Subscriptions - SaaS,161807.6,0,UTR/328732//EXP,Generic Vendor 14 Pvt Ltd
13-11-2024,JV-11961,ACC-57994,Bank A/c - ICICI Current,0,161807.6,UTR/328732//EXP,Generic Vendor 14 Pvt Ltd
14-11-2024,JV-10253,ACC-98439,Travel and Conveyance,60013.79,0,UTR/168872//EXP,Generic Vendor 10 Pvt Ltd
14-11-2024,JV-10253,ACC-64647,Bank A/c - HDFC Primary,0,60013.79,UTR/168872//EXP,Generic Vendor 10 Pvt Ltd
14-11-2024,JV-10805,ACC-59411,Marketing & Ad Spend,99868.98,0,UTR/835962//EXP,Generic Vendor 31 Pvt Ltd
14-11-2024,JV-10805,ACC-64647,Bank A/c - HDFC Primary,0,99868.98,UTR/835962//EXP,Generic Vendor 31 Pvt Ltd
14-11-2024,JV-11731,ACC-89551,Office Supplies & Consumables,134536.57,0,UTR/394790//EXP,Generic Vendor 49 Pvt Ltd
14-11-2024,JV-11731,ACC-64647,Bank A/c - HDFC Primary,0,134536.57,UTR/394790//EXP,Generic Vendor 49 Pvt Ltd
14-11-2024,JV-11970,ACC-10250,Internet and Comm Charges,24240.07,0,UTR/227980//EXP,Generic Vendor 6 Pvt Ltd
14-11-2024,JV-11970,ACC-64647,Bank A/c - HDFC Primary,0,24240.07,UTR/227980//EXP,Generic Vendor 6 Pvt Ltd
14-11-2024,JV-12302,ACC-71213,Outbound Freight & Logistics,99999,0,Logistics NLS-1008,Nova Logistics Solutions
14-11-2024,JV-12302,ACC-64647,Bank A/c - HDFC Primary,0,99999,Logistics NLS-1008,Nova Logistics Solutions
15-11-2024,JV-10559,ACC-10250,Internet and Comm Charges,84962.19,0,UTR/717181//EXP,Generic Vendor 44 Pvt Ltd
15-11-2024,JV-10559,ACC-57994,Bank A/c - ICICI Current,0,84962.19,UTR/717181//EXP,Generic Vendor 44 Pvt Ltd
15-11-2024,JV-11021,ACC-98439,Travel and Conveyance,111618.49,0,UTR/762398//EXP,Generic Vendor 30 Pvt Ltd
15-11-2024,JV-11021,ACC-57994,Bank A/c - ICICI Current,0,111618.49,UTR/762398//EXP,Generic Vendor 30 Pvt Ltd
15-11-2024,JV-11232,ACC-52512,Salaries & Wages - Exec,58302,0,UTR/307772//EXP,Generic Vendor 53 Pvt Ltd
15-11-2024,JV-11232,ACC-57994,Bank A/c - ICICI Current,0,58302,UTR/307772//EXP,Generic Vendor 53 Pvt Ltd
15-11-2024,JV-11417,ACC-71213,Outbound Freight & Logistics,41178.04,0,UTR/565798//EXP,Generic Vendor 57 Pvt Ltd
15-11-2024,JV-11417,ACC-64647,Bank A/c - HDFC Primary,0,41178.04,UTR/565798//EXP,Generic Vendor 57 Pvt Ltd
15-11-2024,JV-12339,ACC-33342,Trade Payables - Logistics,2500000,0,Payment against Inv GV1-988,Generic Vendor 1 Pvt Ltd
15-11-2024,JV-12339,ACC-14252,Bank A/c - Payroll,0,2500000,Payment against Inv GV1-988,Generic Vendor 1 Pvt Ltd
15-11-2024,JV-12340,ACC-33342,Trade Payables - Logistics,2500000,0,Payment against Inv GV1-988,Generic Vendor 1 Pvt Ltd
15-11-2024,JV-12340,ACC-64647,Bank A/c - HDFC Primary,0,2500000,Payment against Inv GV1-988,Generic Vendor 1 Pvt Ltd
16-11-2024,JV-10144,ACC-89551,Office Supplies & Consumables,55079.7,0,UTR/825391//EXP,Generic Vendor 26 Pvt Ltd
16-11-2024,JV-10144,ACC-64647,Bank A/c - HDFC Primary,0,55079.7,UTR/825391//EXP,Generic Vendor 26 Pvt Ltd
16-11-2024,JV-10466,ACC-59411,Marketing & Ad Spend,17204.25,0,UTR/665497//EXP,Generic Vendor 43 Pvt Ltd
16-11-2024,JV-10466,ACC-57994,Bank A/c - ICICI Current,0,17204.25,UTR/665497//EXP,Generic Vendor 43 Pvt Ltd
16-11-2024,JV-11291,ACC-59411,Marketing & Ad Spend,58876.89,0,UTR/816047//EXP,Generic Vendor 34 Pvt Ltd
16-11-2024,JV-11291,ACC-14252,Bank A/c - Payroll,0,58876.89,UTR/816047//EXP,Generic Vendor 34 Pvt Ltd
16-11-2024,JV-11689,ACC-50342,Legal & Professional Fees - Misc,60563.28,0,UTR/755119//EXP,Generic Vendor 52 Pvt Ltd
16-11-2024,JV-11689,ACC-14252,Bank A/c - Payroll,0,60563.28,UTR/755119//EXP,Generic Vendor 52 Pvt Ltd
17-11-2024,JV-10301,ACC-52512,Salaries & Wages - Exec,36318.39,0,UTR/598733//EXP,Generic Vendor 39 Pvt Ltd
17-11-2024,JV-10301,ACC-14252,Bank A/c - Payroll,0,36318.39,UTR/598733//EXP,Generic Vendor 39 Pvt Ltd
17-11-2024,JV-10327,ACC-71213,Outbound Freight & Logistics,150095.27,0,UTR/332823//EXP,Generic Vendor 6 Pvt Ltd
17-11-2024,JV-10327,ACC-64647,Bank A/c - HDFC Primary,0,150095.27,UTR/332823//EXP,Generic Vendor 6 Pvt Ltd
17-11-2024,JV-10328,ACC-10250,Internet and Comm Charges,76436.75,0,UTR/626392//EXP,Generic Vendor 26 Pvt Ltd
17-11-2024,JV-10328,ACC-64647,Bank A/c - HDFC Primary,0,76436.75,UTR/626392//EXP,Generic Vendor 26 Pvt Ltd
17-11-2024,JV-10669,ACC-47102,Software Subscriptions - SaaS,74952.72,0,UTR/475691//EXP,Generic Vendor 35 Pvt Ltd
17-11-2024,JV-10669,ACC-57994,Bank A/c - ICICI Current,0,74952.72,UTR/475691//EXP,Generic Vendor 35 Pvt Ltd
17-11-2024,JV-10899,ACC-28426,Trade Receivables - HQ,79645.43,0,UTR/508422//EXP,Generic Vendor 2 Pvt Ltd
17-11-2024,JV-10899,ACC-57994,Bank A/c - ICICI Current,0,79645.43,UTR/508422//EXP,Generic Vendor 2 Pvt Ltd
17-11-2024,JV-11126,ACC-47102,Software Subscriptions - SaaS,61742.18,0,UTR/664139//EXP,Generic Vendor 48 Pvt Ltd
17-11-2024,JV-11126,ACC-64647,Bank A/c - HDFC Primary,0,61742.18,UTR/664139//EXP,Generic Vendor 48 Pvt Ltd
17-11-2024,JV-11343,ACC-59411,Marketing & Ad Spend,169041.86,0,UTR/825272//EXP,Generic Vendor 40 Pvt Ltd
17-11-2024,JV-11343,ACC-64647,Bank A/c - HDFC Primary,0,169041.86,UTR/825272//EXP,Generic Vendor 40 Pvt Ltd
17-11-2024,JV-11606,ACC-52512,Salaries & Wages - Exec,63416.19,0,UTR/949352//EXP,Generic Vendor 59 Pvt Ltd
17-11-2024,JV-11606,ACC-57994,Bank A/c - ICICI Current,0,63416.19,UTR/949352//EXP,Generic Vendor 59 Pvt Ltd
17-11-2024,JV-12311,ACC-71213,Outbound Freight & Logistics,99999,0,Logistics NLS-1017,Nova Logistics Solutions
17-11-2024,JV-12311,ACC-14252,Bank A/c - Payroll,0,99999,Logistics NLS-1017,Nova Logistics Solutions
18-11-2024,JV-10258,ACC-49980,Repairs and Maintenance - Plant,62990.9,0,UTR/518098//EXP,Generic Vendor 30 Pvt Ltd
18-11-2024,JV-10258,ACC-57994,Bank A/c - ICICI Current,0,62990.9,UTR/518098//EXP,Generic Vendor 30 Pvt Ltd
18-11-2024,JV-10368,ACC-50342,Legal & Professional Fees - Misc,81784.68,0,UTR/949884//EXP,Generic Vendor 6 Pvt Ltd
18-11-2024,JV-10368,ACC-14252,Bank A/c - Payroll,0,81784.68,UTR/949884//EXP,Generic Vendor 6 Pvt Ltd
18-11-2024,JV-10675,ACC-71213,Outbound Freight & Logistics,100371.4,0,UTR/584487//EXP,Generic Vendor 7 Pvt Ltd
18-11-2024,JV-10675,ACC-14252,Bank A/c - Payroll,0,100371.4,UTR/584487//EXP,Generic Vendor 7 Pvt Ltd
18-11-2024,JV-10717,ACC-98439,Travel and Conveyance,55198.82,0,UTR/373812//EXP,Generic Vendor 21 Pvt Ltd
18-11-2024,JV-10717,ACC-64647,Bank A/c - HDFC Primary,0,55198.82,UTR/373812//EXP,Generic Vendor 21 Pvt Ltd
18-11-2024,JV-10790,ACC-19808,Utility Expenses - Electricity,137731.21,0,UTR/704272//EXP,Generic Vendor 11 Pvt Ltd
18-11-2024,JV-10790,ACC-64647,Bank A/c - HDFC Primary,0,137731.21,UTR/704272//EXP,Generic Vendor 11 Pvt Ltd
18-11-2024,JV-10869,ACC-98439,Travel and Conveyance,156642.26,0,UTR/689179//EXP,Generic Vendor 48 Pvt Ltd
18-11-2024,JV-10869,ACC-14252,Bank A/c - Payroll,0,156642.26,UTR/689179//EXP,Generic Vendor 48 Pvt Ltd
18-11-2024,JV-11545,ACC-47102,Software Subscriptions - SaaS,26631.23,0,UTR/820861//EXP,Generic Vendor 12 Pvt Ltd
18-11-2024,JV-11545,ACC-14252,Bank A/c - Payroll,0,26631.23,UTR/820861//EXP,Generic Vendor 12 Pvt Ltd
18-11-2024,JV-11584,ACC-10250,Internet and Comm Charges,179968.34,0,UTR/935750//EXP,Generic Vendor 59 Pvt Ltd
18-11-2024,JV-11584,ACC-14252,Bank A/c - Payroll,0,179968.34,UTR/935750//EXP,Generic Vendor 59 Pvt Ltd
18-11-2024,JV-11714,ACC-89551,Office Supplies & Consumables,146837.94,0,UTR/750882//EXP,Generic Vendor 54 Pvt Ltd
18-11-2024,JV-11714,ACC-64647,Bank A/c - HDFC Primary,0,146837.94,UTR/750882//EXP,Generic Vendor 54 Pvt Ltd
18-11-2024,JV-11795,ACC-49980,Repairs and Maintenance - Plant,41691.09,0,UTR/495400//EXP,Generic Vendor 28 Pvt Ltd
18-11-2024,JV-11795,ACC-57994,Bank A/c - ICICI Current,0,41691.09,UTR/495400//EXP,Generic Vendor 28 Pvt Ltd
18-11-2024,JV-12322,ACC-71213,Outbound Freight & Logistics,99999,0,Logistics NLS-1028,Nova Logistics Solutions
18-11-2024,JV-12322,ACC-64647,Bank A/c - HDFC Primary,0,99999,Logistics NLS-1028,Nova Logistics Solutions
19-11-2024,JV-10240,ACC-98439,Travel and Conveyance,40542.73,0,UTR/726152//EXP,Generic Vendor 41 Pvt Ltd
19-11-2024,JV-10240,ACC-14252,Bank A/c - Payroll,0,40542.73,UTR/726152//EXP,Generic Vendor 41 Pvt Ltd
19-11-2024,JV-10273,ACC-10250,Internet and Comm Charges,68499.4,0,UTR/440140//EXP,Generic Vendor 47 Pvt Ltd
19-11-2024,JV-10273,ACC-64647,Bank A/c - HDFC Primary,0,68499.4,UTR/440140//EXP,Generic Vendor 47 Pvt Ltd
19-11-2024,JV-10602,ACC-47102,Software Subscriptions - SaaS,106006.13,0,UTR/911739//EXP,Generic Vendor 56 Pvt Ltd
19-11-2024,JV-10602,ACC-57994,Bank A/c - ICICI Current,0,106006.13,UTR/911739//EXP,Generic Vendor 56 Pvt Ltd
19-11-2024,JV-10640,ACC-52512,Salaries & Wages - Exec,12740.07,0,UTR/877722//EXP,Generic Vendor 43 Pvt Ltd
19-11-2024,JV-10640,ACC-14252,Bank A/c - Payroll,0,12740.07,UTR/877722//EXP,Generic Vendor 43 Pvt Ltd
19-11-2024,JV-11171,ACC-98439,Travel and Conveyance,60361.24,0,UTR/846030//EXP,Delta Trading Corp
19-11-2024,JV-11171,ACC-57994,Bank A/c - ICICI Current,0,60361.24,UTR/846030//EXP,Delta Trading Corp
19-11-2024,JV-11275,ACC-71213,Outbound Freight & Logistics,104591.86,0,UTR/541467//EXP,Generic Vendor 22 Pvt Ltd
19-11-2024,JV-11275,ACC-57994,Bank A/c - ICICI Current,0,104591.86,UTR/541467//EXP,Generic Vendor 22 Pvt Ltd
19-11-2024,JV-11667,ACC-10250,Internet and Comm Charges,145553.6,0,UTR/693071//EXP,Generic Vendor 38 Pvt Ltd
19-11-2024,JV-11667,ACC-64647,Bank A/c - HDFC Primary,0,145553.6,UTR/693071//EXP,Generic Vendor 38 Pvt Ltd
19-11-2024,JV-11773,ACC-89551,Office Supplies & Consumables,41834.84,0,UTR/769795//EXP,Generic Vendor 1 Pvt Ltd
19-11-2024,JV-11773,ACC-57994,Bank A/c - ICICI Current,0,41834.84,UTR/769795//EXP,Generic Vendor 1 Pvt Ltd
20-11-2024,JV-10100,ACC-59411,Marketing & Ad Spend,104893.75,0,UTR/830180//EXP,Generic Vendor 46 Pvt Ltd
20-11-2024,JV-10100,ACC-14252,Bank A/c - Payroll,0,104893.75,UTR/830180//EXP,Generic Vendor 46 Pvt Ltd
20-11-2024,JV-10194,ACC-10250,Internet and Comm Charges,176597.11,0,UTR/699573//EXP,Generic Vendor 16 Pvt Ltd
20-11-2024,JV-10194,ACC-64647,Bank A/c - HDFC Primary,0,176597.11,UTR/699573//EXP,Generic Vendor 16 Pvt Ltd
20-11-2024,JV-10609,ACC-89551,Office Supplies & Consumables,38810.32,0,UTR/238320//EXP,Generic Vendor 45 Pvt Ltd
20-11-2024,JV-10609,ACC-57994,Bank A/c - ICICI Current,0,38810.32,UTR/238320//EXP,Generic Vendor 45 Pvt Ltd
20-11-2024,JV-10822,ACC-19808,Utility Expenses - Electricity,125112.73,0,UTR/938754//EXP,Generic Vendor 31 Pvt Ltd
20-11-2024,JV-10822,ACC-57994,Bank A/c - ICICI Current,0,125112.73,UTR/938754//EXP,Generic Vendor 31 Pvt Ltd
20-11-2024,JV-11991,ACC-98439,Travel and Conveyance,122745.04,0,UTR/250202//EXP,Generic Vendor 45 Pvt Ltd
20-11-2024,JV-11991,ACC-57994,Bank A/c - ICICI Current,0,122745.04,UTR/250202//EXP,Generic Vendor 45 Pvt Ltd
21-11-2024,JV-10398,ACC-49980,Repairs and Maintenance - Plant,106251.91,0,UTR/152995//EXP,Generic Vendor 4 Pvt Ltd
21-11-2024,JV-10398,ACC-64647,Bank A/c - HDFC Primary,0,106251.91,UTR/152995//EXP,Generic Vendor 4 Pvt Ltd
21-11-2024,JV-10575,ACC-52512,Salaries & Wages - Exec,147031.67,0,UTR/939503//EXP,Generic Vendor 46 Pvt Ltd
21-11-2024,JV-10575,ACC-64647,Bank A/c - HDFC Primary,0,147031.67,UTR/939503//EXP,Generic Vendor 46 Pvt Ltd
21-11-2024,JV-11678,ACC-50342,Legal & Professional Fees - Misc,93833.83,0,UTR/223792//EXP,Generic Vendor 34 Pvt Ltd
21-11-2024,JV-11678,ACC-14252,Bank A/c - Payroll,0,93833.83,UTR/223792//EXP,Generic Vendor 34 Pvt Ltd
21-11-2024,JV-11836,ACC-59411,Marketing & Ad Spend,35469.64,0,UTR/200174//EXP,Generic Vendor 37 Pvt Ltd
21-11-2024,JV-11836,ACC-14252,Bank A/c - Payroll,0,35469.64,UTR/200174//EXP,Generic Vendor 37 Pvt Ltd
22-11-2024,JV-10135,ACC-50342,Legal & Professional Fees - Misc,34176.24,0,UTR/782054//EXP,Generic Vendor 34 Pvt Ltd
22-11-2024,JV-10135,ACC-57994,Bank A/c - ICICI Current,0,34176.24,UTR/782054//EXP,Generic Vendor 34 Pvt Ltd
22-11-2024,JV-10608,ACC-89551,Office Supplies & Consumables,167509.62,0,UTR/562721//EXP,Generic Vendor 11 Pvt Ltd
22-11-2024,JV-10608,ACC-64647,Bank A/c - HDFC Primary,0,167509.62,UTR/562721//EXP,Generic Vendor 11 Pvt Ltd
22-11-2024,JV-11058,ACC-98439,Travel and Conveyance,120883.4,0,UTR/595793//EXP,Generic Vendor 14 Pvt Ltd
22-11-2024,JV-11058,ACC-14252,Bank A/c - Payroll,0,120883.4,UTR/595793//EXP,Generic Vendor 14 Pvt Ltd
22-11-2024,JV-11443,ACC-98439,Travel and Conveyance,147935.52,0,UTR/118223//EXP,Generic Vendor 60 Pvt Ltd
22-11-2024,JV-11443,ACC-64647,Bank A/c - HDFC Primary,0,147935.52,UTR/118223//EXP,Generic Vendor 60 Pvt Ltd
22-11-2024,JV-11482,ACC-89551,Office Supplies & Consumables,34305.84,0,UTR/917241//EXP,Generic Vendor 43 Pvt Ltd
22-11-2024,JV-11482,ACC-64647,Bank A/c - HDFC Primary,0,34305.84,UTR/917241//EXP,Generic Vendor 43 Pvt Ltd
22-11-2024,JV-11494,ACC-28426,Trade Receivables - HQ,103544.74,0,UTR/541631//EXP,Generic Vendor 58 Pvt Ltd
22-11-2024,JV-11494,ACC-57994,Bank A/c - ICICI Current,0,103544.74,UTR/541631//EXP,Generic Vendor 58 Pvt Ltd
22-11-2024,JV-11723,ACC-52512,Salaries & Wages - Exec,5809.81,0,UTR/240221//EXP,Generic Vendor 45 Pvt Ltd
22-11-2024,JV-11723,ACC-57994,Bank A/c - ICICI Current,0,5809.81,UTR/240221//EXP,Generic Vendor 45 Pvt Ltd
22-11-2024,JV-11832,ACC-47102,Software Subscriptions - SaaS,9918.01,0,UTR/401897//EXP,Generic Vendor 6 Pvt Ltd
22-11-2024,JV-11832,ACC-14252,Bank A/c - Payroll,0,9918.01,UTR/401897//EXP,Generic Vendor 6 Pvt Ltd
23-11-2024,JV-10298,ACC-47102,Software Subscriptions - SaaS,13069.54,0,UTR/401022//EXP,Generic Vendor 54 Pvt Ltd
23-11-2024,JV-10298,ACC-64647,Bank A/c - HDFC Primary,0,13069.54,UTR/401022//EXP,Generic Vendor 54 Pvt Ltd
23-11-2024,JV-10300,ACC-52512,Salaries & Wages - Exec,171898.97,0,UTR/143015//EXP,Generic Vendor 48 Pvt Ltd
23-11-2024,JV-10300,ACC-14252,Bank A/c - Payroll,0,171898.97,UTR/143015//EXP,Generic Vendor 48 Pvt Ltd
23-11-2024,JV-10323,ACC-19808,Utility Expenses - Electricity,92014.48,0,UTR/269930//EXP,Generic Vendor 27 Pvt Ltd
23-11-2024,JV-10323,ACC-57994,Bank A/c - ICICI Current,0,92014.48,UTR/269930//EXP,Generic Vendor 27 Pvt Ltd
23-11-2024,JV-10461,ACC-28426,Trade Receivables - HQ,131020.57,0,UTR/366817//EXP,Generic Vendor 26 Pvt Ltd
23-11-2024,JV-10461,ACC-57994,Bank A/c - ICICI Current,0,131020.57,UTR/366817//EXP,Generic Vendor 26 Pvt Ltd
23-11-2024,JV-11811,ACC-10250,Internet and Comm Charges,58414.25,0,UTR/549622//EXP,Generic Vendor 13 Pvt Ltd
23-11-2024,JV-11811,ACC-64647,Bank A/c - HDFC Primary,0,58414.25,UTR/549622//EXP,Generic Vendor 13 Pvt Ltd
23-11-2024,JV-11842,ACC-89551,Office Supplies & Consumables,116079.39,0,UTR/886155//EXP,Generic Vendor 44 Pvt Ltd
23-11-2024,JV-11842,ACC-64647,Bank A/c - HDFC Primary,0,116079.39,UTR/886155//EXP,Generic Vendor 44 Pvt Ltd
23-11-2024,JV-11843,ACC-59411,Marketing & Ad Spend,135034.47,0,UTR/303846//EXP,Generic Vendor 55 Pvt Ltd
23-11-2024,JV-11843,ACC-57994,Bank A/c - ICICI Current,0,135034.47,UTR/303846//EXP,Generic Vendor 55 Pvt Ltd
24-11-2024,JV-10232,ACC-19808,Utility Expenses - Electricity,75268.37,0,UTR/147549//EXP,Generic Vendor 9 Pvt Ltd
24-11-2024,JV-10232,ACC-14252,Bank A/c - Payroll,0,75268.37,UTR/147549//EXP,Generic Vendor 9 Pvt Ltd
24-11-2024,JV-10784,ACC-98439,Travel and Conveyance,12500.82,0,UTR/711922//EXP,Generic Vendor 41 Pvt Ltd
24-11-2024,JV-10784,ACC-57994,Bank A/c - ICICI Current,0,12500.82,UTR/711922//EXP,Generic Vendor 41 Pvt Ltd
24-11-2024,JV-10817,ACC-89551,Office Supplies & Consumables,146932.58,0,UTR/141360//EXP,Generic Vendor 56 Pvt Ltd
24-11-2024,JV-10817,ACC-64647,Bank A/c - HDFC Primary,0,146932.58,UTR/141360//EXP,Generic Vendor 56 Pvt Ltd
24-11-2024,JV-11373,ACC-50342,Legal & Professional Fees - Misc,74748.79,0,UTR/488414//EXP,Generic Vendor 51 Pvt Ltd
24-11-2024,JV-11373,ACC-14252,Bank A/c - Payroll,0,74748.79,UTR/488414//EXP,Generic Vendor 51 Pvt Ltd
24-11-2024,JV-12309,ACC-59411,Marketing & Ad Spend,99999,0,Logistics NLS-1015,Nova Logistics Solutions
24-11-2024,JV-12309,ACC-14252,Bank A/c - Payroll,0,99999,Logistics NLS-1015,Nova Logistics Solutions
25-11-2024,JV-10495,ACC-98439,Travel and Conveyance,86099.8,0,UTR/435788//EXP,Generic Vendor 54 Pvt Ltd
25-11-2024,JV-10495,ACC-14252,Bank A/c - Payroll,0,86099.8,UTR/435788//EXP,Generic Vendor 54 Pvt Ltd
25-11-2024,JV-11234,ACC-52512,Salaries & Wages - Exec,19446.16,0,UTR/832534//EXP,Generic Vendor 52 Pvt Ltd
25-11-2024,JV-11234,ACC-64647,Bank A/c - HDFC Primary,0,19446.16,UTR/832534//EXP,Generic Vendor 52 Pvt Ltd
25-11-2024,JV-11236,ACC-47102,Software Subscriptions - SaaS,170698.34,0,UTR/746910//EXP,Generic Vendor 10 Pvt Ltd
25-11-2024,JV-11236,ACC-64647,Bank A/c - HDFC Primary,0,170698.34,UTR/746910//EXP,Generic Vendor 10 Pvt Ltd
26-11-2024,JV-11073,ACC-19808,Utility Expenses - Electricity,164861.9,0,UTR/268132//EXP,Generic Vendor 36 Pvt Ltd
26-11-2024,JV-11073,ACC-14252,Bank A/c - Payroll,0,164861.9,UTR/268132//EXP,Generic Vendor 36 Pvt Ltd
26-11-2024,JV-11235,ACC-98439,Travel and Conveyance,57939.33,0,UTR/844715//EXP,Delta Trading Corp
26-11-2024,JV-11235,ACC-57994,Bank A/c - ICICI Current,0,57939.33,UTR/844715//EXP,Delta Trading Corp
26-11-2024,JV-11304,ACC-28426,Trade Receivables - HQ,116064.15,0,UTR/389809//EXP,Generic Vendor 60 Pvt Ltd
26-11-2024,JV-11304,ACC-64647,Bank A/c - HDFC Primary,0,116064.15,UTR/389809//EXP,Generic Vendor 60 Pvt Ltd
26-11-2024,JV-11508,ACC-19808,Utility Expenses - Electricity,97291.32,0,UTR/994199//EXP,Generic Vendor 40 Pvt Ltd
26-11-2024,JV-11508,ACC-14252,Bank A/c - Payroll,0,97291.32,UTR/994199//EXP,Generic Vendor 40 Pvt Ltd
26-11-2024,JV-11629,ACC-50342,Legal & Professional Fees - Misc,130970.12,0,UTR/537110//EXP,Generic Vendor 25 Pvt Ltd
26-11-2024,JV-11629,ACC-57994,Bank A/c - ICICI Current,0,130970.12,UTR/537110//EXP,Generic Vendor 25 Pvt Ltd
26-11-2024,JV-11771,ACC-52512,Salaries & Wages - Exec,61612.74,0,UTR/693595//EXP,Generic Vendor 38 Pvt Ltd
26-11-2024,JV-11771,ACC-14252,Bank A/c - Payroll,0,61612.74,UTR/693595//EXP,Generic Vendor 38 Pvt Ltd
26-11-2024,JV-11799,ACC-59411,Marketing & Ad Spend,68049.61,0,UTR/432420//EXP,Generic Vendor 32 Pvt Ltd
26-11-2024,JV-11799,ACC-57994,Bank A/c - ICICI Current,0,68049.61,UTR/432420//EXP,Generic Vendor 32 Pvt Ltd
27-11-2024,JV-10079,ACC-49980,Repairs and Maintenance - Plant,147535.83,0,UTR/466643//EXP,Generic Vendor 30 Pvt Ltd
27-11-2024,JV-10079,ACC-64647,Bank A/c - HDFC Primary,0,147535.83,UTR/466643//EXP,Generic Vendor 30 Pvt Ltd
27-11-2024,JV-10322,ACC-49980,Repairs and Maintenance - Plant,123060.31,0,UTR/561999//EXP,Generic Vendor 37 Pvt Ltd
27-11-2024,JV-10322,ACC-57994,Bank A/c - ICICI Current,0,123060.31,UTR/561999//EXP,Generic Vendor 37 Pvt Ltd
27-11-2024,JV-10400,ACC-19808,Utility Expenses - Electricity,4447.4,0,UTR/551860//EXP,Generic Vendor 7 Pvt Ltd
27-11-2024,JV-10400,ACC-14252,Bank A/c - Payroll,0,4447.4,UTR/551860//EXP,Generic Vendor 7 Pvt Ltd
27-11-2024,JV-11368,ACC-71213,Outbound Freight & Logistics,78348.48,0,UTR/602550//EXP,Generic Vendor 26 Pvt Ltd
27-11-2024,JV-11368,ACC-64647,Bank A/c - HDFC Primary,0,78348.48,UTR/602550//EXP,Generic Vendor 26 Pvt Ltd
27-11-2024,JV-11559,ACC-50342,Legal & Professional Fees - Misc,175468.65,0,UTR/820216//EXP,Generic Vendor 26 Pvt Ltd
27-11-2024,JV-11559,ACC-57994,Bank A/c - ICICI Current,0,175468.65,UTR/820216//EXP,Generic Vendor 26 Pvt Ltd
27-11-2024,JV-11627,ACC-10250,Internet and Comm Charges,44082.25,0,UTR/716204//EXP,Nova Logistics Solutions
27-11-2024,JV-11627,ACC-57994,Bank A/c - ICICI Current,0,44082.25,UTR/716204//EXP,Nova Logistics Solutions
27-11-2024,JV-11890,ACC-49980,Repairs and Maintenance - Plant,165155.35,0,UTR/113457//EXP,Generic Vendor 1 Pvt Ltd
